year,state_name,line_num,service_category,ssbg_expenditures,tanf_transfer_funds,total_ssbg_expenditures,other_fed_state_and_local_funds,total_expenditures,children,adults_59_and_younger,adults_60_and_older,adults_unknown,total_adults,total_recipients
2016,Connecticut,15,Housing Services,"$6,524,928 ","$1,851,908 ","$8,376,836 ","$8,723,886 ","$17,100,722 ","1,067","3,373",235,0,"3,608","4,675"
2016,Connecticut,16,Independent/Transitional Living Services,"$165,760 ","$1,481,363 ","$1,647,123 ","$9,363,798 ","$11,010,921 ","1,536","6,404",539,0,"6,943","8,479"
2016,Connecticut,17,Information and Referral,"$464,234 ",$0 ,"$464,234 ","$3,216,432 ","$3,680,666 ",476,"36,003","1,419","7,721","45,143","45,619"
2016,Connecticut,18,Legal Services,"$732,451 ",$0 ,"$732,451 ","$17,910,573 ","$18,643,024 ","1,064","3,284","1,721",0,"5,005","6,069"
2016,Connecticut,19,Pregnancy and Parenting,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Connecticut,20,Prevention and Intervention,"$11,704 ",$0 ,"$11,704 ","$244,302 ","$256,006 ",15,250,18,0,268,283
2016,Connecticut,21,Protective Services - Adults,"$341,458 ",$0 ,"$341,458 ",$0 ,"$341,458 ",8,290,1,77,368,376
2016,Connecticut,22,Protective Services - Children,$0 ,"$3,065,411 ","$3,065,411 ",$0 ,"$3,065,411 ","125,337","207,064","52,624",0,"259,688","385,025"
2016,Connecticut,23,Recreation Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Connecticut,24,Residential Treatment,$0 ,"$3,209,614 ","$3,209,614 ","$7,847,577 ","$11,057,191 ",110,0,0,0,0,110
2016,Connecticut,25,Special Services - Disabled,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Connecticut,26,Special Services - Youth at Risk,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Connecticut,27,Substance Abuse Services,"$1,402,490 ",$0 ,"$1,402,490 ","$14,996,261 ","$16,398,751 ",0,"3,363",181,0,"3,544","3,544"
2016,Connecticut,28,Transportation,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Connecticut,29,Other Services,$0 ,"$613,070 ","$613,070 ","$1,281,681 ","$1,894,751 ","4,659","14,118","3,170",258,"17,546","22,205"
2016,Connecticut,31,Administrative Costs,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Delaware,1,Adoption Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Delaware,2,Case Management,"$75,015 ",$0 ,"$75,015 ","$25,368 ","$100,383 ",0,149,402,0,551,551
2016,Delaware,3,Congregate Meals,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Delaware,4,Counseling Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Delaware,5,Day Care - Adults,"$9,794 ",$0 ,"$9,794 ","$622,349 ","$632,143 ",0,19,34,0,53,53
2016,Delaware,6,Day Care - Children,"$1,011,649 ",$0 ,"$1,011,649 ",$0 ,"$1,011,649 ","15,315",0,0,0,0,"15,315"
2016,Delaware,7,Education and Training Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Delaware,8,Employment Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Delaware,9,Family Planning Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Delaware,10,Foster Care Services - Adults,"$5,583 ",$0 ,"$5,583 ","$97,917 ","$103,500 ",0,1,4,0,5,5
2016,Delaware,11,Foster Care Services - Children,"$827,441 ",$0 ,"$827,441 ","$11,353,900 ","$12,181,341 ",712,0,0,0,0,712
2016,Delaware,12,Health-Related Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Delaware,13,Home-Based Services,"$430,059 ",$0 ,"$430,059 ","$2,766,756 ","$3,196,815 ",0,28,84,0,112,112
2016,Delaware,14,Home-Delivered Meals,"$59,405 ",$0 ,"$59,405 ","$4,139,396 ","$4,198,801 ",0,51,17,0,68,68
2016,Delaware,15,Housing Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Delaware,16,Independent/Transitional Living Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Delaware,17,Information and Referral,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Delaware,18,Legal Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Delaware,19,Pregnancy and Parenting,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Delaware,20,Prevention and Intervention,"$51,430 ",$0 ,"$51,430 ","$579,134 ","$630,564 ",0,37,14,0,51,51
2016,Delaware,21,Protective Services - Adults,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Delaware,22,Protective Services - Children,"$435,380 ",$0 ,"$435,380 ","$26,859,390 ","$27,294,770 ","8,948",0,0,0,0,"8,948"
2016,Delaware,23,Recreation Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Delaware,24,Residential Treatment,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Delaware,25,Special Services - Disabled,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Delaware,26,Special Services - Youth at Risk,"$909,905 ",$0 ,"$909,905 ","$11,099,497 ","$12,009,402 ","1,853",0,0,0,0,"1,853"
2016,Delaware,27,Substance Abuse Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Delaware,28,Transportation,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Delaware,29,Other Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Delaware,31,Administrative Costs,"$247,472 ",$0 ,"$247,472 ",$0 ,"$247,472 ",0,0,0,0,0,0
2016,District of Columbia,1,Adoption Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,District of Columbia,2,Case Management,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,District of Columbia,3,Congregate Meals,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,District of Columbia,4,Counseling Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,District of Columbia,5,Day Care - Adults,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,District of Columbia,6,Day Care - Children,"$229,251 ",$0 ,"$229,251 ","$80,970,326 ","$81,199,577 ","11,275",0,0,0,0,"11,275"
2016,District of Columbia,7,Education and Training Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,District of Columbia,8,Employment Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,District of Columbia,9,Family Planning Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,District of Columbia,10,Foster Care Services - Adults,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,District of Columbia,11,Foster Care Services - Children,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,District of Columbia,12,Health-Related Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,District of Columbia,13,Home-Based Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,District of Columbia,14,Home-Delivered Meals,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,District of Columbia,15,Housing Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,District of Columbia,16,Independent/Transitional Living Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,District of Columbia,17,Information and Referral,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,District of Columbia,18,Legal Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,District of Columbia,19,Pregnancy and Parenting,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,District of Columbia,20,Prevention and Intervention,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,District of Columbia,21,Protective Services - Adults,"$553,445 ",$0 ,"$553,445 ","$2,034,660 ","$2,588,105 ",0,338,924,223,"1,485","1,485"
2016,District of Columbia,22,Protective Services - Children,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,District of Columbia,23,Recreation Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,District of Columbia,24,Residential Treatment,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,District of Columbia,25,Special Services - Disabled,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,District of Columbia,26,Special Services - Youth at Risk,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,District of Columbia,27,Substance Abuse Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,District of Columbia,28,Transportation,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,District of Columbia,29,Other Services,"$4,186,945 ","$3,520,401 ","$7,707,346 ","$145,174,699 ","$152,882,045 ",0,0,0,"10,225","10,225","10,225"
2016,District of Columbia,31,Administrative Costs,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Florida,1,Adoption Services,"$63,771 ",$0 ,"$63,771 ","$679,739 ","$743,510 ","8,649",0,0,0,0,"8,649"
2016,Florida,2,Case Management,"$167,352 ",$0 ,"$167,352 ","$507,347 ","$674,699 ",0,0,0,0,0,0
2016,Florida,3,Congregate Meals,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Florida,4,Counseling Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Florida,5,Day Care - Adults,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Florida,6,Day Care - Children,"$2,004,271 ",$0 ,"$2,004,271 ","$8,804,874 ","$10,809,145 ","542,439",0,0,0,0,"542,439"
2016,Florida,7,Education and Training Services,"$825,045 ","$2,872 ","$827,917 ","$6,937,561 ","$7,765,478 ",0,0,0,"468,200","468,200","468,200"
2016,Florida,8,Employment Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Florida,9,Family Planning Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Florida,10,Foster Care Services - Adults,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Florida,11,Foster Care Services - Children,"$772,204 ","$59,260,650 ","$60,032,854 ","$102,466,965 ","$162,499,819 ","38,875",0,0,0,0,"38,875"
2016,Florida,12,Health-Related Services,"$6,972,100 ",$0 ,"$6,972,100 ",$0 ,"$6,972,100 ","39,621",0,0,0,0,"39,621"
2016,Florida,13,Home-Based Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Florida,14,Home-Delivered Meals,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Florida,15,Housing Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Florida,16,Independent/Transitional Living Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Florida,17,Information and Referral,"$107,225 ",$0 ,"$107,225 ","$579,595 ","$686,820 ",0,0,0,"5,462,112","5,462,112","5,462,112"
2016,Florida,18,Legal Services,"$4,707,112 ",$0 ,"$4,707,112 ","$41,095,223 ","$45,802,335 ","61,623",0,0,0,0,"61,623"
2016,Florida,19,Pregnancy and Parenting,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Florida,20,Prevention and Intervention,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Florida,21,Protective Services - Adults,"$6,868,662 ",$0 ,"$6,868,662 ","$48,544,213 ","$55,412,875 ",0,"15,211","38,496",438,"54,145","54,145"
2016,Florida,22,Protective Services - Children,"$13,814,341 ","$9,105,688 ","$22,920,029 ","$172,627,150 ","$195,547,179 ","229,870",0,0,0,0,"229,870"
2016,Florida,23,Recreation Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Florida,24,Residential Treatment,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Florida,25,Special Services - Disabled,"$12,154,087 ",$0 ,"$12,154,087 ",$0 ,"$12,154,087 ","1,046","2,779",182,0,"2,961","4,007"
2016,Florida,26,Special Services - Youth at Risk,"$47,835,612 ",$0 ,"$47,835,612 ",$0 ,"$47,835,612 ","4,486",0,0,0,0,"4,486"
2016,Florida,27,Substance Abuse Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Florida,28,Transportation,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Florida,29,Other Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Florida,31,Administrative Costs,"$4,595,098 ","$294,440 ","$4,889,538 ",$0 ,"$4,889,538 ",0,0,0,0,0,0
2016,Georgia,1,Adoption Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Georgia,2,Case Management,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Georgia,3,Congregate Meals,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Georgia,4,Counseling Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Georgia,5,Day Care - Adults,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Georgia,6,Day Care - Children,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Georgia,7,Education and Training Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Georgia,8,Employment Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Georgia,9,Family Planning Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Georgia,10,Foster Care Services - Adults,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Georgia,11,Foster Care Services - Children,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Georgia,12,Health-Related Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Georgia,13,Home-Based Services,"$5,078,288 ",$0 ,"$5,078,288 ","$48,693,275 ","$53,771,563 ",0,0,"35,886",0,"35,886","35,886"
2016,Georgia,14,Home-Delivered Meals,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Georgia,15,Housing Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Georgia,16,Independent/Transitional Living Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Georgia,17,Information and Referral,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Georgia,18,Legal Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Georgia,19,Pregnancy and Parenting,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Georgia,20,Prevention and Intervention,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Georgia,21,Protective Services - Adults,"$1,302,702 ",$0 ,"$1,302,702 ","$13,786,212 ","$15,088,914 ",0,0,"5,090",0,"5,090","5,090"
2016,Georgia,22,Protective Services - Children,"$2,863,878 ","$5,881,073 ","$8,744,951 ","$321,867,788 ","$330,612,739 ","15,993",0,0,0,0,"15,993"
2016,Georgia,23,Recreation Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Georgia,24,Residential Treatment,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Georgia,25,Special Services - Disabled,"$13,063,262 ",$0 ,"$13,063,262 ","$311,516,542 ","$324,579,804 ",0,0,0,"4,270","4,270","4,270"
2016,Georgia,26,Special Services - Youth at Risk,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Georgia,27,Substance Abuse Services,"$7,553,590 ",$0 ,"$7,553,590 ","$87,396,908 ","$94,950,498 ",0,239,0,0,239,239
2016,Georgia,28,Transportation,"$9,547,378 ",$0 ,"$9,547,378 ","$25,093,808 ","$34,641,186 ",0,0,"7,052","8,040","15,092","15,092"
2016,Georgia,29,Other Services,"$10,462,242 ",$0 ,"$10,462,242 ","$41,933,328 ","$52,395,570 ",0,54,173,"23,465","23,692","23,692"
2016,Georgia,31,Administrative Costs,"$22,002 ",$0 ,"$22,002 ",$0 ,"$22,002 ",0,0,0,0,0,0
2016,Hawaii,1,Adoption Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Hawaii,2,Case Management,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Hawaii,3,Congregate Meals,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Hawaii,4,Counseling Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Hawaii,5,Day Care - Adults,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Hawaii,6,Day Care - Children,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Hawaii,7,Education and Training Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Hawaii,8,Employment Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Hawaii,9,Family Planning Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Hawaii,10,Foster Care Services - Adults,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Hawaii,11,Foster Care Services - Children,"$552,780 ",$0 ,"$552,780 ",$0 ,"$552,780 ",226,0,0,0,0,226
2016,Hawaii,12,Health-Related Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Hawaii,13,Home-Based Services,"$57,087 ",$0 ,"$57,087 ",$0 ,"$57,087 ",0,0,10,0,10,10
2016,Hawaii,14,Home-Delivered Meals,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Hawaii,15,Housing Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Hawaii,16,Independent/Transitional Living Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Hawaii,17,Information and Referral,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Hawaii,18,Legal Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Hawaii,19,Pregnancy and Parenting,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Hawaii,20,Prevention and Intervention,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Hawaii,21,Protective Services - Adults,"$429,013 ",$0 ,"$429,013 ",$0 ,"$429,013 ",0,132,726,3,861,861
2016,Hawaii,22,Protective Services - Children,"$10,702,129 ","$9,890,000 ","$20,592,129 ",$0 ,"$20,592,129 ","7,768",0,0,0,0,"7,768"
2016,Hawaii,23,Recreation Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Hawaii,24,Residential Treatment,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Hawaii,25,Special Services - Disabled,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Hawaii,26,Special Services - Youth at Risk,"$707,366 ",$0 ,"$707,366 ",$0 ,"$707,366 ","4,247",0,0,22,22,"4,269"
2016,Hawaii,27,Substance Abuse Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Hawaii,28,Transportation,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Hawaii,29,Other Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Hawaii,31,Administrative Costs,"$4,500 ",$0 ,"$4,500 ",$0 ,"$4,500 ",0,0,0,0,0,0
2016,Idaho,1,Adoption Services,"$13,760 ","$4,077 ","$17,837 ","$8,838,731 ","$8,856,568 ",673,0,0,0,0,673
2016,Idaho,2,Case Management,"$3,671,715 ","$1,007,644 ","$4,679,359 ","$3,499,772 ","$8,179,131 ","3,128",0,0,0,0,"3,128"
2016,Idaho,3,Congregate Meals,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Idaho,4,Counseling Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Idaho,5,Day Care - Adults,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Idaho,6,Day Care - Children,"$24,185 ",$0 ,"$24,185 ","$33,673,053 ","$33,697,238 ","13,480",0,0,0,0,"13,480"
2016,Idaho,7,Education and Training Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Idaho,8,Employment Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Idaho,9,Family Planning Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Idaho,10,Foster Care Services - Adults,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Idaho,11,Foster Care Services - Children,"$1,435,606 ",$0 ,"$1,435,606 ","$11,211,526 ","$12,647,132 ",472,0,0,0,0,472
2016,Idaho,12,Health-Related Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Idaho,13,Home-Based Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Idaho,14,Home-Delivered Meals,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Idaho,15,Housing Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Idaho,16,Independent/Transitional Living Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Idaho,17,Information and Referral,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Idaho,18,Legal Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Idaho,19,Pregnancy and Parenting,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Idaho,20,Prevention and Intervention,"$351,594 ",$0 ,"$351,594 ","$37,251 ","$388,845 ",490,0,0,0,0,490
2016,Idaho,21,Protective Services - Adults,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Idaho,22,Protective Services - Children,"$702,515 ","$280,813 ","$983,328 ","$4,573,859 ","$5,557,187 ",493,0,0,0,0,493
2016,Idaho,23,Recreation Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Idaho,24,Residential Treatment,"$135,362 ",$0 ,"$135,362 ","$874,801 ","$1,010,163 ",21,0,0,0,0,21
2016,Idaho,25,Special Services - Disabled,"$171,079 ",$0 ,"$171,079 ","$903,146 ","$1,074,225 ","7,105",175,19,0,194,"7,299"
2016,Idaho,26,Special Services - Youth at Risk,"$1,122,602 ",$0 ,"$1,122,602 ",$0 ,"$1,122,602 ",77,0,0,0,0,77
2016,Idaho,27,Substance Abuse Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Idaho,28,Transportation,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Idaho,29,Other Services,"$87,246 ",$0 ,"$87,246 ","$9,244 ","$96,490 ","2,230",0,0,0,0,"2,230"
2016,Idaho,31,Administrative Costs,"$1,165,684 ",$0 ,"$1,165,684 ",$0 ,"$1,165,684 ",0,0,0,0,0,0
2016,Illinois,1,Adoption Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Illinois,2,Case Management,"$217,345 ",$0 ,"$217,345 ","$33,735,816 ","$33,953,161 ",51,0,0,"34,468","34,468","34,519"
2016,Illinois,3,Congregate Meals,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Illinois,4,Counseling Services,"$5,177,864 ",$0 ,"$5,177,864 ","$28,820,564 ","$33,998,428 ","17,944",0,"13,501","12,174","25,675","43,619"
2016,Illinois,5,Day Care - Adults,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Illinois,6,Day Care - Children,$0 ,"$1,200,000 ","$1,200,000 ","$862,534,726 ","$863,734,726 ","137,487",0,0,0,0,"137,487"
2016,Illinois,7,Education and Training Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Illinois,8,Employment Services,"$2,389,463 ",$0 ,"$2,389,463 ","$8,218,630 ","$10,608,093 ",0,0,215,"20,482","20,697","20,697"
2016,Illinois,9,Family Planning Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Illinois,10,Foster Care Services - Adults,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Illinois,11,Foster Care Services - Children,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Illinois,12,Health-Related Services,"$760,109 ",$0 ,"$760,109 ","$7,885,537 ","$8,645,646 ","14,144",0,0,303,303,"14,447"
2016,Illinois,13,Home-Based Services,"$23,199,745 ",$0 ,"$23,199,745 ","$535,292,000 ","$558,491,745 ",0,0,0,"30,544","30,544","30,544"
2016,Illinois,14,Home-Delivered Meals,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Illinois,15,Housing Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Illinois,16,Independent/Transitional Living Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Illinois,17,Information and Referral,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Illinois,18,Legal Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Illinois,19,Pregnancy and Parenting,"$7,725,735 ",$0 ,"$7,725,735 ","$29,388,418 ","$37,114,153 ","48,678",0,0,"130,191","130,191","178,869"
2016,Illinois,20,Prevention and Intervention,"$15,627,333 ",$0 ,"$15,627,333 ","$2,727,443 ","$18,354,776 ","8,001",0,0,"42,906","42,906","50,907"
2016,Illinois,21,Protective Services - Adults,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Illinois,22,Protective Services - Children,"$67,740 ",$0 ,"$67,740 ",$0 ,"$67,740 ",461,0,0,0,0,461
2016,Illinois,23,Recreation Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Illinois,24,Residential Treatment,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2016,Illinois,25,Special Services - Disabled,"$3,956,692 ",$0 ,"$3,956,692 ","$10,194,377 ","$14,151,069 ","1,608",0,24,"13,973","13,997","15,605"
2016,Illinois,26,Special Services - Youth at Risk,"$3,017,458 ",$0 ,"$3,017,458 ","$11,859,526 ","$14,876,984 ","7,264",0,0,0,0,"7,264"
