year,state_name,line_num,service_category,ssbg_expenditures,tanf_transfer_funds,total_ssbg_expenditures,other_fed_state_and_local_funds,total_expenditures,children,adults_59_and_younger,adults_60_and_older,adults_unknown,total_adults,total_recipients
2010,Alabama,1,Adoption Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Alabama,2,Case Management,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Alabama,3,Congregate Meals,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Alabama,4,Counseling Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Alabama,5,Day Care - Adults,"$2,167,207 ",$0 ,"$2,167,207 ",$0 ,"$2,167,207 ",0,0,0,376,376,376
2010,Alabama,6,Day Care - Children,"$500,000 ",$0 ,"$500,000 ","$107,504,335 ","$108,004,335 ","27,016",0,0,0,0,"27,016"
2010,Alabama,7,Education and Training Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Alabama,8,Employment Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Alabama,9,Family Planning Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Alabama,10,Foster Care Services - Adults,"$82,988 ",$0 ,"$82,988 ",$0 ,"$82,988 ",0,0,0,50,50,50
2010,Alabama,11,Foster Care Services - Children,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Alabama,12,Health-Related Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Alabama,13,Home-Based Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Alabama,14,Home-Delivered Meals,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Alabama,15,Housing Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Alabama,16,Independent/Transitional Living Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Alabama,17,Information and Referral,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Alabama,18,Legal Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Alabama,19,Pregnancy and Parenting,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Alabama,20,Prevention and Intervention,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Alabama,21,Protective Services - Adults,"$5,195,290 ",$0 ,"$5,195,290 ","$7,023,836 ","$12,219,126 ",0,0,0,"5,312","5,312","5,312"
2010,Alabama,22,Protective Services - Children,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Alabama,23,Recreation Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Alabama,24,Residential Treatment,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Alabama,25,Special Services - Disabled,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Alabama,26,Special Services - Youth at Risk,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Alabama,27,Substance Abuse Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Alabama,28,Transportation,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Alabama,29,Other Services,"$14,833,956 ","$9,431,257 ","$24,265,213 ","$306,733,148 ","$330,998,361 ","13,577",0,0,0,0,"13,577"
2010,Alabama,31,Administrative Costs,"$1,885,772 ",$0 ,"$1,885,772 ",$0 ,"$1,885,772 ",0,0,0,0,0,0
2010,Alaska,1,Adoption Services,"$3,819,426 ","$157,640 ","$3,977,066 ","$19,849,627 ","$23,826,693 ","2,880",0,0,0,0,"2,880"
2010,Alaska,2,Case Management,$0 ,"$17,516 ","$17,516 ","$1,187,872 ","$1,205,388 ","8,815",0,0,0,0,"8,815"
2010,Alaska,3,Congregate Meals,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Alaska,4,Counseling Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Alaska,5,Day Care - Adults,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Alaska,6,Day Care - Children,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Alaska,7,Education and Training Services,$0 ,"$295,111 ","$295,111 ","$4,795,584 ","$5,090,695 ",35,0,0,0,0,35
2010,Alaska,8,Employment Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Alaska,9,Family Planning Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Alaska,10,Foster Care Services - Adults,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Alaska,11,Foster Care Services - Children,$0 ,"$802,486 ","$802,486 ","$23,300,082 ","$24,102,568 ","1,077",0,0,0,0,"1,077"
2010,Alaska,12,Health-Related Services,$0 ,"$96,316 ","$96,316 ","$9,372,040 ","$9,468,356 ","2,878",0,0,0,0,"2,878"
2010,Alaska,13,Home-Based Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Alaska,14,Home-Delivered Meals,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Alaska,15,Housing Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Alaska,16,Independent/Transitional Living Services,$0 ,"$182,680 ","$182,680 ","$1,648,312 ","$1,830,992 ",245,0,0,0,0,245
2010,Alaska,17,Information and Referral,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Alaska,18,Legal Services,$0 ,"$352,434 ","$352,434 ","$3,405,667 ","$3,758,101 ",0,0,0,0,0,0
2010,Alaska,19,Pregnancy and Parenting,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Alaska,20,Prevention and Intervention,$0 ,"$261,141 ","$261,141 ","$2,786,896 ","$3,048,037 ","5,923",0,0,0,0,"5,923"
2010,Alaska,21,Protective Services - Adults,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Alaska,22,Protective Services - Children,$0 ,"$1,885,328 ","$1,885,328 ","$12,477,664 ","$14,362,992 ","15,723",0,0,0,0,"15,723"
2010,Alaska,23,Recreation Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Alaska,24,Residential Treatment,$0 ,"$645,904 ","$645,904 ","$17,797,640 ","$18,443,544 ",867,0,0,0,0,867
2010,Alaska,25,Special Services - Disabled,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Alaska,26,Special Services - Youth at Risk,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Alaska,27,Substance Abuse Services,$0 ,"$297,400 ","$297,400 ",$0 ,"$297,400 ",0,0,0,30,30,30
2010,Alaska,28,Transportation,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Alaska,29,Other Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Alaska,31,Administrative Costs,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Arizona,1,Adoption Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Arizona,2,Case Management,"$2,214,424 ",$0 ,"$2,214,424 ","$127,401,486 ","$129,615,910 ",0,248,"11,522","69,937","81,707","81,707"
2010,Arizona,3,Congregate Meals,"$174,881 ",$0 ,"$174,881 ","$11,624,074 ","$11,798,955 ",0,502,"10,042",0,"10,544","10,544"
2010,Arizona,4,Counseling Services,"$59,349 ",$0 ,"$59,349 ","$8,286 ","$67,635 ",0,0,0,206,206,206
2010,Arizona,5,Day Care - Adults,"$187,738 ",$0 ,"$187,738 ","$769,529 ","$957,267 ",0,6,204,0,210,210
2010,Arizona,6,Day Care - Children,"$223,606 ",$0 ,"$223,606 ","$133,035,330 ","$133,258,936 ","57,156",0,0,0,0,"57,156"
2010,Arizona,7,Education and Training Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Arizona,8,Employment Services,"$48,966 ",$0 ,"$48,966 ","$6,878 ","$55,844 ",0,0,0,120,120,120
2010,Arizona,9,Family Planning Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Arizona,10,Foster Care Services - Adults,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Arizona,11,Foster Care Services - Children,"$3,439,853 ","$20,898,650 ","$24,338,503 ","$84,642,854 ","$108,981,357 ","25,435",0,0,0,0,"25,435"
2010,Arizona,12,Health-Related Services,"$135,619 ",$0 ,"$135,619 ","$334,846 ","$470,465 ",0,46,296,0,342,342
2010,Arizona,13,Home-Based Services,"$1,245,861 ",$0 ,"$1,245,861 ","$8,142,795 ","$9,388,656 ",0,585,"6,473",0,"7,058","7,058"
2010,Arizona,14,Home-Delivered Meals,"$1,277,808 ",$0 ,"$1,277,808 ","$8,813,559 ","$10,091,367 ",0,"1,249","8,484",0,"9,733","9,733"
2010,Arizona,15,Housing Services,"$2,056,000 ",$0 ,"$2,056,000 ","$10,794,566 ","$12,850,566 ",0,89,715,"6,047","6,851","6,851"
2010,Arizona,16,Independent/Transitional Living Services,"$311,755 ",$0 ,"$311,755 ","$2,261,267 ","$2,573,022 ",1,300,966,0,"1,266","1,267"
2010,Arizona,17,Information and Referral,"$3,583 ",$0 ,"$3,583 ","$1,514,370 ","$1,517,953 ",0,"8,517","33,496","16,483","58,496","58,496"
2010,Arizona,18,Legal Services,"$735,367 ",$0 ,"$735,367 ","$15,002,902 ","$15,738,269 ",0,43,"3,196",236,"3,475","3,475"
2010,Arizona,19,Pregnancy and Parenting,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Arizona,20,Prevention and Intervention,"$335,486 ",$0 ,"$335,486 ","$6,612,643 ","$6,948,129 ","1,439,179","1,127","7,472","4,014,541","4,023,140","5,462,319"
2010,Arizona,21,Protective Services - Adults,"$1,413,876 ",$0 ,"$1,413,876 ",$0 ,"$1,413,876 ",0,"1,490","4,998",0,"6,488","6,488"
2010,Arizona,22,Protective Services - Children,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Arizona,23,Recreation Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Arizona,24,Residential Treatment,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Arizona,25,Special Services - Disabled,"$394,406 ",$0 ,"$394,406 ","$35,754,407 ","$36,148,813 ",23,"6,986",452,0,"7,438","7,461"
2010,Arizona,26,Special Services - Youth at Risk,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Arizona,27,Substance Abuse Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Arizona,28,Transportation,"$269,034 ",$0 ,"$269,034 ","$6,850,358 ","$7,119,392 ",0,595,"3,708",231,"4,534","4,534"
2010,Arizona,29,Other Services,"$678,249 ",$0 ,"$678,249 ","$6,199,547 ","$6,877,796 ",0,703,"5,341",0,"6,044","6,044"
2010,Arizona,31,Administrative Costs,"$3,702,414 ",$0 ,"$3,702,414 ",$0 ,"$3,702,414 ",0,0,0,0,0,0
2010,Arkansas,1,Adoption Services,"$134,800 ",$0 ,"$134,800 ",$0 ,"$134,800 ",300,537,0,0,537,837
2010,Arkansas,2,Case Management,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Arkansas,3,Congregate Meals,"$468,370 ",$0 ,"$468,370 ","$267,015 ","$735,385 ",0,0,"1,989",0,"1,989","1,989"
2010,Arkansas,4,Counseling Services,"$869,487 ",$0 ,"$869,487 ","$601,678 ","$1,471,165 ",139,"4,058",86,0,"4,144","4,283"
2010,Arkansas,5,Day Care - Adults,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Arkansas,6,Day Care - Children,"$53,899 ",$0 ,"$53,899 ","$1,400 ","$55,299 ",19,0,0,0,0,19
2010,Arkansas,7,Education and Training Services,"$157,164 ",$0 ,"$157,164 ","$52,388 ","$209,552 ",0,174,7,0,181,181
2010,Arkansas,8,Employment Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Arkansas,9,Family Planning Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Arkansas,10,Foster Care Services - Adults,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Arkansas,11,Foster Care Services - Children,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Arkansas,12,Health-Related Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Arkansas,13,Home-Based Services,"$105,733 ",$0 ,"$105,733 ","$48,202 ","$153,935 ",0,0,148,0,148,148
2010,Arkansas,14,Home-Delivered Meals,"$932,187 ",$0 ,"$932,187 ","$389,006 ","$1,321,193 ",0,0,"1,739",0,"1,739","1,739"
2010,Arkansas,15,Housing Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Arkansas,16,Independent/Transitional Living Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Arkansas,17,Information and Referral,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Arkansas,18,Legal Services,"$200,000 ",$0 ,"$200,000 ",$0 ,"$200,000 ",0,"2,646",0,0,"2,646","2,646"
2010,Arkansas,19,Pregnancy and Parenting,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Arkansas,20,Prevention and Intervention,"$1,943,063 ",$0 ,"$1,943,063 ","$3,439 ","$1,946,502 ","12,819","6,242",0,"5,947","12,189","25,008"
2010,Arkansas,21,Protective Services - Adults,"$186,774 ",$0 ,"$186,774 ","$53,689 ","$240,463 ",0,302,0,0,302,302
2010,Arkansas,22,Protective Services - Children,"$429,114 ",$0 ,"$429,114 ",$0 ,"$429,114 ","3,385",0,0,0,0,"3,385"
2010,Arkansas,23,Recreation Services,"$205,895 ",$0 ,"$205,895 ","$108,477 ","$314,372 ",0,0,"2,741",0,"2,741","2,741"
2010,Arkansas,24,Residential Treatment,"$1,805,466 ",$0 ,"$1,805,466 ","$172,855 ","$1,978,321 ","1,937",0,0,0,0,"1,937"
2010,Arkansas,25,Special Services - Disabled,"$2,630,263 ",$0 ,"$2,630,263 ","$422,502 ","$3,052,765 ",317,"1,926",532,860,"3,318","3,635"
2010,Arkansas,26,Special Services - Youth at Risk,"$3,797,256 ",$0 ,"$3,797,256 ","$1,216,472 ","$5,013,728 ","8,298",0,0,0,0,"8,298"
2010,Arkansas,27,Substance Abuse Services,"$674,019 ",$0 ,"$674,019 ","$192,132 ","$866,152 ",95,161,33,0,194,289
2010,Arkansas,28,Transportation,"$252,651 ",$0 ,"$252,651 ","$142,501 ","$395,152 ",0,17,404,0,421,421
2010,Arkansas,29,Other Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Arkansas,31,Administrative Costs,"$1,017,206 ",$0 ,"$1,017,206 ",$0 ,"$1,017,206 ",0,0,0,0,0,0
2010,California,1,Adoption Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,California,2,Case Management,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,California,3,Congregate Meals,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,California,4,Counseling Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,California,5,Day Care - Adults,"$2,374,116 ",$0 ,"$2,374,116 ",$0 ,"$2,374,116 ",0,"37,630","9,407",0,"47,037","47,037"
2010,California,6,Day Care - Children,"$36,995,202 ","$198,968,000 ","$235,963,202 ","$714,478,771 ","$950,441,973 ","2,543,453",0,0,0,0,"2,543,453"
2010,California,7,Education and Training Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,California,8,Employment Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,California,9,Family Planning Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,California,10,Foster Care Services - Adults,"$14,347,353 ",$0 ,"$14,347,353 ","$22,838,858 ","$37,186,211 ",0,"37,789","5,153",0,"42,942","42,942"
2010,California,11,Foster Care Services - Children,$0 ,"$66,373,332 ","$66,373,332 ","$941,136,668 ","$1,007,510,000 ","89,036",0,0,0,0,"89,036"
2010,California,12,Health-Related Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,California,13,Home-Based Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,California,14,Home-Delivered Meals,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,California,15,Housing Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,California,16,Independent/Transitional Living Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,California,17,Information and Referral,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,California,18,Legal Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,California,19,Pregnancy and Parenting,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,California,20,Prevention and Intervention,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,California,21,Protective Services - Adults,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,California,22,Protective Services - Children,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,California,23,Recreation Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,California,24,Residential Treatment,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,California,25,Special Services - Disabled,"$150,599,423 ","$56,000,000 ","$206,599,423 ","$3,787,949,203 ","$3,994,548,626 ","72,297","207,992","8,919","207,470","424,381","496,678"
2010,California,26,Special Services - Youth at Risk,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,California,27,Substance Abuse Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,California,28,Transportation,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,California,29,Other Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,California,31,Administrative Costs,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Colorado,1,Adoption Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Colorado,2,Case Management,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Colorado,3,Congregate Meals,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Colorado,4,Counseling Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Colorado,5,Day Care - Adults,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Colorado,6,Day Care - Children,"$100,000 ",$0 ,"$100,000 ",$0 ,"$100,000 ","19,810",0,0,0,0,"19,810"
2010,Colorado,7,Education and Training Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Colorado,8,Employment Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Colorado,9,Family Planning Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Colorado,10,Foster Care Services - Adults,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Colorado,11,Foster Care Services - Children,"$22,690,313 ","$12,661,817 ","$35,352,130 ","$50,584,299 ","$85,936,429 ","50,974",0,0,0,0,"50,974"
2010,Colorado,12,Health-Related Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Colorado,13,Home-Based Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Colorado,14,Home-Delivered Meals,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Colorado,15,Housing Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Colorado,16,Independent/Transitional Living Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Colorado,17,Information and Referral,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Colorado,18,Legal Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Colorado,19,Pregnancy and Parenting,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Colorado,20,Prevention and Intervention,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Colorado,21,Protective Services - Adults,"$1,969,370 ",$0 ,"$1,969,370 ","$6,018,866 ","$7,988,236 ",0,"1,857","4,547",0,"6,404","6,404"
2010,Colorado,22,Protective Services - Children,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Colorado,23,Recreation Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Colorado,24,Residential Treatment,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Colorado,25,Special Services - Disabled,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Colorado,26,Special Services - Youth at Risk,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Colorado,27,Substance Abuse Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Colorado,28,Transportation,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Colorado,29,Other Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Colorado,31,Administrative Costs,"$193,843 ",$0 ,"$193,843 ",$0 ,"$193,843 ",0,0,0,0,0,0
2010,Connecticut,1,Adoption Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Connecticut,2,Case Management,"$1,935,275 ","$1,178,024 ","$3,113,299 ","$9,796,537 ","$12,909,836 ","107,833","234,312","6,554",191,"241,057","348,890"
2010,Connecticut,3,Congregate Meals,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Connecticut,4,Counseling Services,"$396,070 ",$0 ,"$396,070 ","$4,492,326 ","$4,888,396 ","3,419","7,603","2,495",539,"10,637","14,056"
2010,Connecticut,5,Day Care - Adults,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Connecticut,6,Day Care - Children,$0 ,"$16,364,721 ","$16,364,721 ","$16,379,895 ","$32,744,616 ","32,488",0,0,0,0,"32,488"
2010,Connecticut,7,Education and Training Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Connecticut,8,Employment Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Connecticut,9,Family Planning Services,"$963,220 ",$0 ,"$963,220 ","$340,296 ","$1,303,516 ","2,177","11,879",42,0,"11,921","14,098"
2010,Connecticut,10,Foster Care Services - Adults,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Connecticut,11,Foster Care Services - Children,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Connecticut,12,Health-Related Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Connecticut,13,Home-Based Services,"$5,717,973 ",$0 ,"$5,717,973 ",$0 ,"$5,717,973 ",0,"2,016",16,0,"2,032","2,032"
2010,Connecticut,14,Home-Delivered Meals,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Connecticut,15,Housing Services,$0 ,"$1,957,879 ","$1,957,879 ",$0 ,"$1,957,879 ",0,120,10,0,130,130
2010,Connecticut,16,Independent/Transitional Living Services,"$4,296,003 ","$541,846 ","$4,837,849 ",$0 ,"$4,837,849 ",0,"1,190",68,0,"1,258","1,258"
2010,Connecticut,17,Information and Referral,"$37,048 ",$0 ,"$37,048 ",$0 ,"$37,048 ",186,"15,029",414,501,"15,944","16,130"
2010,Connecticut,18,Legal Services,"$761,570 ",$0 ,"$761,570 ","$16,664,266 ","$17,425,836 ","1,532","4,584","2,259",0,"6,843","8,375"
2010,Connecticut,19,Pregnancy and Parenting,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Connecticut,20,Prevention and Intervention,$0 ,"$23,409 ","$23,409 ",$0 ,"$23,409 ",0,0,0,150,150,150
2010,Connecticut,21,Protective Services - Adults,"$548,010 ",$0 ,"$548,010 ","$1,015,732 ","$1,563,742 ",0,"3,642",137,0,"3,779","3,779"
2010,Connecticut,22,Protective Services - Children,$0 ,"$2,803,794 ","$2,803,794 ","$5,649,590 ","$8,453,384 ","32,852",0,0,0,0,"32,852"
2010,Connecticut,23,Recreation Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Connecticut,24,Residential Treatment,$0 ,"$3,209,614 ","$3,209,614 ","$172,108,976 ","$175,318,590 ",348,0,0,0,0,348
2010,Connecticut,25,Special Services - Disabled,"$2,834,120 ",$0 ,"$2,834,120 ",$0 ,"$2,834,120 ",0,"7,063","1,104",0,"8,167","8,167"
2010,Connecticut,26,Special Services - Youth at Risk,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Connecticut,27,Substance Abuse Services,"$1,494,391 ",$0 ,"$1,494,391 ",$0 ,"$1,494,391 ",0,"3,655",190,0,"3,845","3,845"
2010,Connecticut,28,Transportation,"$365,869 ",$0 ,"$365,869 ",$0 ,"$365,869 ",0,153,0,0,153,153
2010,Connecticut,29,Other Services,"$116,738 ","$599,523 ","$716,261 ",$0 ,"$716,261 ","1,314","2,395",308,22,"2,725","4,039"
2010,Connecticut,31,Administrative Costs,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Delaware,1,Adoption Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Delaware,2,Case Management,"$89,107 ",$0 ,"$89,107 ","$29,702 ","$118,809 ",0,333,371,0,704,704
2010,Delaware,3,Congregate Meals,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Delaware,4,Counseling Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Delaware,5,Day Care - Adults,"$188,508 ",$0 ,"$188,508 ","$928,746 ","$1,117,254 ",0,22,6,0,28,28
2010,Delaware,6,Day Care - Children,"$1,957,205 ","$2,744,733 ","$4,701,938 ",$0 ,"$4,701,938 ","6,365",0,0,0,0,"6,365"
2010,Delaware,7,Education and Training Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Delaware,8,Employment Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Delaware,9,Family Planning Services,$0 ,$0 ,$0 ,$0 ,$0 ,0,0,0,0,0,0
2010,Delaware,10,Foster Care Services - Adults,"$28,549 ",$0 ,"$28,549 ",$0 ,"$28,549 ",0,2,3,0,5,5
